"TEMA","COMPONENTE","PROGRAMA","META DE PRODUCTO","COMUNAS","CORREGIMIENTOS","OBSERVACIÓN","UBICACIÓN SECTOR","AÑO"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","11. comuna olimpica","13. no aplica","const.tapas, limpieza recamaras","cancha el diamante","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","11. comuna olimpica","13. no aplica","electrico","velodromo","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","11. comuna olimpica","13. no aplica","limpieza de recamaras, plomeros","canchas el diamante","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","11. comuna olimpica","13. no aplica","placa en concreto","cancha el diamante","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","12. comuna oriente","13. no aplica","techos (limpieza de canales)","centro vida","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","12. comuna oriente","13. no aplica","demolicion shut de basura","comuna oriente - via la florida","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","12. comuna oriente","13. no aplica","roceria","centro vida","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","12. comuna oriente","13. no aplica","podas y talas","lestonac","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","12. comuna oriente","13. no aplica","carpinteria, reparacion cielo raso, revoque pintura","b/ormaza centro de emprendimiento","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","12. comuna oriente","13. no aplica","lavado y limpiez, pintura","b/ormaza centro de emprendimiento","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","12. comuna oriente","13. no aplica","pintura","b.ormaza centro de emprendimiento","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","12. comuna oriente","13. no aplica","pintura","b.20 de julio. cancha","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","13. comuna perla del otun","13. no aplica","pintura (cerramiento en guadua - recuperacion espacio publico)","sector 2500 lotes","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","13. comuna perla del otun","13. no aplica","soldadura (recuperacion, mantenimiento malla perimetral)","los paraisos","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","13. comuna perla del otun","13. no aplica","inst. reflectoree/ carpinteria","hospital veterinario 2500 lotes","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","13. comuna perla del otun","13. no aplica","inst. puertas, lavado y limpieza/ unidades sanitarias","hospital veterinario 2500 lotes","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","14. comuna rio otun","13. no aplica","pintura, techos","caseta brr san jorge","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","14. comuna rio otun","13. no aplica","pintura,","caseta brr san jorge","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","14. comuna rio otun","13. no aplica","demolicion","av del rio calle 33","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","14. comuna rio otun","13. no aplica","elaboracion/instalacion bordillos y tapas aguas","sector bavaria","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","14. comuna rio otun","13. no aplica","soldadura (recuperacion pasamanos)","av del rio","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","14. comuna rio otun","13. no aplica","cerramiento","b/el triunfo caseta comunal","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","14. comuna rio otun","13. no aplica","cerramiento cancha, soldadura","b/san juan un deportiva","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","14. comuna rio otun","13. no aplica","soldadura pasamanos","b/getsemani","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","14. comuna rio otun","13. no aplica","demolicion","cll 26 cra 2","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","14. comuna rio otun","13. no aplica","cerramiento","caseta comunal el triunfo","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","14. comuna rio otun","13. no aplica","techos, limpieza, pintura, electrico, plomeros, soldaduras","quiosco b/galan cll 32 cra 2","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","14. comuna rio otun","13. no aplica","soldadura,cerramiento cancha","unidad deportiva b/san juan","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","14. comuna rio otun","13. no aplica","pintura","b/santa helena. cancha","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","14. comuna rio otun","13. no aplica","techos, limpieza, pintura, electrico, plomeros, soldaduras","caseta san juan cra 1, cll 26","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","15. comuna san joaquin","13. no aplica","soldadura (recuperación de barandas metalicas)","guadalcanal","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","15. comuna san joaquin","13. no aplica","electrico","biblioteca publica","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","15. comuna san joaquin","13. no aplica","pintura","cancha perla del sur","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","15. comuna san joaquin","13. no aplica","luminarias","b/atenas cancha","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","15. comuna san joaquin","13. no aplica","demolicion estructura en concreto","la isla cuba","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","15. comuna san joaquin","13. no aplica","cerramiento lote, soldadura","unidad residencial el nogal","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","17. comuna universidad","13. no aplica","carpinteria, inst. modulos. electricos. plomeria","ese salud pereira.edif santiago londoño","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","17. comuna universidad","13. no aplica","cerramiento","av.circunvalar bien inmueble admn sae","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","17. comuna universidad","13. no aplica","lavado separadores viales","av.belalcazar def vial","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","17. comuna universidad","13. no aplica","soldadura inst concertina p/reforzar cerramiento","b/alamos conexión pinares edif alameda","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","17. comuna universidad","13. no aplica","lavada barandas-pintura","puente s/calle 14 av.belalcazar","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","17. comuna universidad","13. no aplica","soldadura, inst concertina reforzar cerramiento","b/alamos conexión-pinares-edif alameda","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","17. comuna universidad","13. no aplica","pintura, electrico, const anden, reflectores","calle del encuentro","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","17. comuna universidad","13. no aplica","pintura","vagon tren frente al terminal","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","18. comuna villa santana","13. no aplica","plomeros","casa de justicia","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","18. comuna villa santana","13. no aplica","carpinteria(reacondicionamiento de modulos)","cede remanso","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","18. comuna villa santana","13. no aplica","electrico (visita tecnica)","casa de justicia","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","18. comuna villa santana","13. no aplica","electrico","sede remanso","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","18. comuna villa santana","13. no aplica","cerramiento en guadua - recuperacion espacio publico, obra(reparaciones), techos, electrico, plomeros","hospital veterinario las brisas","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","18. comuna villa santana","13. no aplica","resane muro, enchape, estuco y pintura","hospital veterinario las brisas","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","18. comuna villa santana","13. no aplica","construccion consultorio","hospital veterinario las brisas","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","18. comuna villa santana","13. no aplica","plomeros-carpinteria","casa de justicia","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","18. comuna villa santana","13. no aplica","const. consultorio y puertas de madera","hospital veterinario las brisas","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","19. comuna villavicencio","13. no aplica","electricos","cai corocito","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","19. comuna villavicencio","13. no aplica","limpieza, lavado, pintura","av ferrocarril - puente cra 8 y 9 calle 11 a la 13","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","19. comuna villavicencio","13. no aplica","limpieza y lavado","puente ferrocarril - viaducto","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","1. corregimiento altagracia","pintura , limpieza","sede adulto mayor","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","1. corregimiento altagracia","mantenimiento en pintura","sede adulto mayor","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","1. corregimiento altagracia","pintura-demarcacion","cancha multiple - junto iglesia","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","1. corregimiento altagracia","obra(lavado )","mirador altagracia","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","1. corregimiento altagracia","plomeros","mirador de altagracia","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","1. corregimiento altagracia","soldadura y construccción puerta metália.","unidad deportuiva altagracia","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","2. corregimiento arabia","soldadura - cerramiento","cancha de futbol arabia","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","2. corregimiento arabia","soldadura(instalacion y pintura pasamanos)","sector san carlos","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","3. corregimiento caimalito","limpieza, pintura","cancha multiple","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","4. corregimiento cerritos","techos, electricos , plomeria , obra","plaza de ferias - coliseo salomon armel","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","4. corregimiento cerritos","carpinteria","mirador de cerritos","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","4. corregimiento cerritos","electricos, plomeria, techos(recorrido y arreglo techo, soldadura, obra","plaza de ferias - coliseo salomon armel","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","4. corregimiento cerritos","obra(construccion divisiones en concreto)","ukumari","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","4. corregimiento cerritos","construccion divisiones, construcción muro, contrucción placas para habitad, soldadura (tuberia y malla)","ukumari","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","4. corregimiento cerritos","obra(vaciado jaula jaguares)","ukumari","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","4. corregimiento cerritos","techos, lavado, roceria","plaza de ferias","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","4. corregimiento cerritos","construccion, instalacion arcos, cerramiento","cancha de futbol plaza de ferias","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","4. corregimiento cerritos","lavada - imagen de ciudad, techos(instalacion techo), limpieza cuneta","plaza de ferias","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","4. corregimiento cerritos","obra(destape cajas de energia)","av. colibries","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","4. corregimiento cerritos","electricos(remplazo cableado que fue robado)","plaza de ferias - coliseo","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","9. corregimiento la florida","plomeros (limpieza cunetas)","cancha la bananera","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","9. corregimiento la florida","soldadura(instalacion arcos )","cancha de futbol","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","9. corregimiento la florida","techos","oficina corregiduria","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","9. corregimiento la florida","valor 726711","cancha la bananera","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","9. corregimiento la florida","electrico, alumbrado público","cancha la bananera","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","9. corregimiento la florida","reparacion techos","corregiduria","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","9. corregimiento la florida","pintura y resane","corregiduria","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","5. corregimiento combia alta","soldadura (arcos cancha de futbol)","cancha la convencion","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","6. corregimiento combia baja","soldadura (instalacion)","cancha la honda","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","5. corregimiento combia alta","pintura(demarcacion cancha)","unidad deportiva la convencion","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","5. corregimiento combia alta","desmonte shut","via la bodega","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","5. corregimiento combia alta","reparacion luminarias -desarme y arme de carpas","unidad deportiva la convencion","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","8. corregimiento la bella","soldadura (visita tecnica)","cancha canceles","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","8. corregimiento la bella","soldadura instalacion reja sumidero","vereda el chocho","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","8. corregimiento la bella","pintura cancha - gimnasio, juegos infantiles(demarcacion cancha)","unidad deportiva","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","7. corregimiento estrella la palmilla","electricos(alumbrado publico)","unidad deportiva la selva","2,024"
"Adecuar equipamientos colectivos en el municipio.","Pereira segura, innovadora, competitiva e inteligente","Programa No 24 Infraestructura Social","P24MP189: Adecuar 550 equipamientos colectivos en el municipio.","20. no aplica","10. corregimiento morelia","soldadura cerramiento","cancha tres puertas","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","1. comuna boston","13. no aplica","limpieza y plateo de jardines","av. belalcazar","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","1. comuna boston","13. no aplica","despeje de guadual","la isla","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","1. comuna boston","13. no aplica","limpieza y plateo de jardines","la pilona","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","1. comuna boston","13. no aplica","mantenimiento y vigilancia","parque el vergel","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","1. comuna boston","13. no aplica","mantenimiento y vigilancia","parque el vergel","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","1. comuna boston","13. no aplica","limpieza y plateo de jardines","locomotora terminal","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","1. comuna boston","13. no aplica","limpieza y plateo de jardines","bomba texaco","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","1. comuna boston","13. no aplica","emergencia x arbol caido. retiro","calle 14","2,024"
